symbol,name,price,open,high,low,close,marketCap,volume,industry
CSCO,Cisco Systems Inc. Common Stock (DE),107.74,110.66000366210938,110.98999786376953,107.55000305175781,107.73999786376953,424774309697.0,15554786,Telecommunications
ANET,Arista Networks Inc. Common Stock,197.54,197.44000244140625,200.25,195.0800018310547,197.5399932861328,249142316966.0,4470723,Telecommunications
CCZ,Comcast Holdings ZONES,64.67,64.66999816894531,64.66999816894531,64.66999816894531,64.66999816894531,229490327176.0,9,Telecommunications
VZ,Verizon Communications Inc. Common Stock,49.76,51.25,51.560001373291016,49.33000183105469,49.7599983215332,206741614052.0,24326600,Telecommunications
TMUS,T-Mobile US Inc. Common Stock,176.26,180.67999267578125,180.92999267578125,173.1699981689453,176.25999450683594,189069098507.0,5301996,Telecommunications
T,AT&T Inc.,25.86,26.6200008392334,26.84000015258789,25.649999618530273,25.860000610351562,177202692909.0,37791407,Telecommunications
TBB,AT&T Inc. 5.350% Global Notes due 2066,19.42,19.549999237060547,19.584999084472656,19.389999389648438,19.420000076293945,138860486022.0,138376,Telecommunications
CMCSA,Comcast Corporation Class A Common Stock,23.73,24.3799991607666,24.469999313354492,23.59000015258789,23.729999542236328,84209145877.0,24262254,Telecommunications
LITE,Lumentum Holdings Inc. Common Stock,919.4,856.0,937.8800048828125,855.0900268554688,919.4000244140625,82470180000.0,6461327,Telecommunications
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,28.07,27.989999771118164,28.190000534057617,27.959999084472656,28.06999969482422,70475442024.0,20200243,Telecommunications
FFIV,F5 Inc. Common Stock,423.59,430.1199951171875,435.45001220703125,418.739990234375,423.5899963378906,23986708023.0,725605,Telecommunications
ROKU,Roku Inc. Class A Common Stock,155.12,156.64999389648438,156.8300018310547,154.49000549316406,155.1199951171875,23022750471.0,2187639,Telecommunications
CHTR,Charter Communications Inc. Class A Common Stock New,135.0,139.82000732421875,141.0,134.5399932861328,135.0,15467961420.0,2060254,Telecommunications
LUMN,Lumen Technologies Inc. Common Stock,6.67,6.929999828338623,7.039999961853027,6.599999904632568,6.670000076293945,6879740845.0,11804569,Telecommunications
ESE,ESCO Technologies Inc. Common Stock,258.98,261.6700134277344,265.20001220703125,255.75,258.9800109863281,6709541702.0,267249,Telecommunications
TDS,Telephone and Data Systems Inc. Common Shares,37.07,37.40999984741211,38.040000915527344,36.7599983215332,37.06999969482422,4266757000.0,1622801,Telecommunications
LILAP,Liberty Latin America Ltd. 9.0% Fixed Rate Cumulative Perpetual Redeemable Series A Preference Shares,20.5,20.670000076293945,20.700000762939453,20.25,20.5,4015950000.0,115762,Telecommunications
AD,Array Digital Infrastructure Inc. Common Shares,37.9,38.060001373291016,38.5099983215332,37.380001068115234,37.900001525878906,3278350000.0,407409,Telecommunications
EXTR,Extreme Networks Inc. Common Stock,21.89,22.209999084472656,22.399999618530273,21.639999389648438,21.889999389648438,2856440394.0,1219834,Telecommunications
ADEA,Adeia Inc. Common Stock,24.97,24.969999313354492,25.420000076293945,24.65999984741211,24.979999542236328,2753695346.0,1308340,Telecommunications
DGII,Digi International Inc. Common Stock,70.13,69.0,70.51000213623047,68.43000030517578,70.12999725341797,2661301866.0,372079,Telecommunications
CHTRP,Charter Communications Inc. Series A Cumulative Redeemable Preferred Stock,22.8,22.559999465942383,23.100000381469727,22.559999465942383,22.799999237060547,2612366818.0,4422,Telecommunications
ZD,Ziff Davis Inc. Common Stock,58.75,58.95000076293945,60.11000061035156,58.11000061035156,58.75,2014373470.0,946424,Telecommunications
ATEN,A10 Networks Inc. Common Stock,26.54,26.56999969482422,27.1200008392334,26.270000457763672,26.540000915527344,1927043417.0,982755,Telecommunications
IDT,IDT Corporation Class B Common Stock,69.55,70.7300033569336,71.22000122070312,69.12999725341797,69.55000305175781,1729608765.0,190395,Telecommunications
LILA,Liberty Latin America Ltd. Class A Common Stock,8.74,8.899999618530273,8.899999618530273,8.6899995803833,8.739999771118164,1712166000.0,309738,Telecommunications
LILAK,Liberty Latin America Ltd. Class C Common Stock,8.72,8.8100004196167,8.859999656677246,8.670000076293945,8.720000267028809,1708248000.0,1277463,Telecommunications
UZD,Array Digital Infrastructure Inc. 6.250% Senior Notes due 2069,18.11,18.614999771118164,18.614999771118164,18.0,18.110000610351562,1557460000.0,5156,Telecommunications
ATEX,Anterix Inc. Common Stock,76.22,76.68000030517578,77.5,74.1500015258789,76.22000122070312,1494657889.0,240027,Telecommunications
UZF,Array Digital Infrastructure Inc. 5.500% Senior Notes due 2070,16.36,16.360000610351562,16.360000610351562,16.360000610351562,16.360000610351562,1406960000.0,277,Telecommunications
UZE,Array Digital Infrastructure Inc. 5.500% Senior Notes due 2070,16.27,16.110000610351562,16.290000915527344,16.110000610351562,16.270000457763672,1399220000.0,2402,Telecommunications
