generatedAt,gradedPicks,ungradedPicks,universeAvgRet10,universeWin10,win5,win10,win20,avgRet5,avgRet10,avgRet20,avgMaxRunup10,avgMaxDrawdown10
2026-09-17,55,0,4.25,49.11,57.53,60,56.25,0,-0.01,0.25,0.38,-0.37
