symbol,name,industry,close,marketCap,aboveSma12m,aboveSma200,aboveSma150,vcp,contractions,volatilityRatio,pe,peTrend,fcf,fcfTrend,eps,epsTrend,freeFloatPct,closelyHeldPct,employees,rulesPassed,rulesTotal,score
CDP,COPT Defense Properties Common Shares of Beneficial Interest,Real Estate,36.81,4174638959,true,true,true,false,13,0.91,,unknown,,unknown,,unknown,,,430,6,12,5
KNSA,Kiniksa Pharmaceuticals International plc Class A Ordinary Shares,Health Care,79.18,6177941349,true,true,true,false,15,0.98,,unknown,,unknown,,unknown,,,366,6,12,5
NMIH,NMI Holdings Inc. Common Stock,Finance,45.56,3426925292,true,true,true,false,13,0.73,,unknown,,unknown,,unknown,,,225,6,12,5
EE,Excelerate Energy Inc. Class A Common Stock,Utilities,36.08,4091547948,true,true,true,false,11,0.3,,unknown,,unknown,,unknown,,,1046,6,12,5
SBCF,Seacoast Banking Corporation of Florida Common Stock,Finance,35.8,3466256204,true,true,true,false,12,0.14,,unknown,,unknown,,unknown,,,1962,6,12,5
KGS,Kodiak Gas Services Inc. Common Stock,Utilities,66.12,6684998530,true,true,true,false,12,4.7,,unknown,,unknown,,unknown,,,1300,6,12,5
PVH,PVH Corp. Common Stock,Industrials,78.18,3604730633,true,true,true,false,11,5.68,,unknown,,unknown,,unknown,,,26000,6,12,5
FRPT,Freshpet Inc. Common Stock,Consumer Staples,72.65,3491419076,true,true,true,false,14,0.07,,unknown,,unknown,,unknown,,,1288,6,12,5
SHOO,Steven Madden Ltd. Common Stock,Consumer Discretionary,46.6,3410052627,true,true,true,false,10,0.78,,unknown,,unknown,,unknown,,,6300,6,12,5
HURN,Huron Consulting Group Inc. Common Stock,Consumer Discretionary,148.33,2359940980,true,true,true,false,14,2.78,,unknown,,unknown,,unknown,,,9248,6,12,5
WSFS,WSFS Financial Corporation Common Stock,Finance,81.81,4179722395,true,true,true,false,10,0.35,,unknown,,unknown,,unknown,,,2335,6,12,5
CBU,Community Financial System Inc. Common Stock,Finance,65.01,3420559984,true,true,true,false,9,1.3,,unknown,,unknown,,unknown,,,3001,6,12,5
DAVE,Dave Inc. Class A Common Stock,Finance,341.43,4355112755,true,true,true,false,10,2.37,,unknown,,unknown,,unknown,,,280,6,12,5
IDYA,IDEAYA Biosciences Inc. Common Stock,Health Care,36.54,3525725745,true,true,true,false,11,0.45,,unknown,,unknown,,unknown,,,145,6,12,5
AMBA,Ambarella Inc. Ordinary Shares,Technology,78.54,3445407250,true,true,true,false,15,1.06,,unknown,,unknown,,unknown,,,959,6,12,5
AIR,AAR Corp. Common Stock,Industrials,153.71,6188186296,true,true,true,false,10,0.85,,unknown,,unknown,,unknown,,,7100,6,12,5
TBBK,The Bancorp Inc Common Stock,Finance,68.27,2784515450,true,true,true,false,12,0.61,,unknown,,unknown,,unknown,,,733,6,12,5
SEI,Solaris Energy Infrastructure Inc. Class A Common Stock,Consumer Discretionary,65.97,5051084880,true,true,true,false,13,0.21,,unknown,,unknown,,unknown,,,468,6,12,5
COCO,The Vita Coco Company Inc. Common Stock,Consumer Staples,65.5,3844469969,true,true,true,false,12,0.39,,unknown,,unknown,,unknown,,,336,6,12,5
VRDN,Viridian Therapeutics Inc. Common Stock,Health Care,23.09,2615918491,true,true,true,false,14,0.29,,unknown,,unknown,,unknown,,,252,6,12,5
BWIN,The Baldwin Insurance Group Inc. Class A Common Stock,Finance,30.77,4292363737,true,true,true,false,14,0.13,,unknown,,unknown,,unknown,,,5000,6,12,5
FBK,FB Financial Corporation Common Stock,Finance,61.34,3065658985,true,true,true,false,16,13.42,,unknown,,unknown,,unknown,,,1594,6,12,5
IRON,Disc Medicine Inc. Common Stock,Health Care,80.05,3073347162,true,true,true,false,14,0.82,,unknown,,unknown,,unknown,,,165,6,12,5
PBF,PBF Energy Inc. Class A Common Stock,Energy,75.07,8898560429,true,true,true,false,14,7.59,,unknown,,unknown,,unknown,,,3678,6,12,5
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,25.93,3336122710,true,true,true,false,13,0.43,,unknown,,unknown,,unknown,,,3575,6,12,5
NCNO,nCino Inc. Common Stock,Technology,20.23,2216256179,true,true,true,false,10,1.13,,unknown,,unknown,,unknown,,,1684,6,12,5
LXP,LXP Industrial Trust Common Stock (Maryland REIT),Real Estate,60.66,3576347634,true,true,true,false,13,3,,unknown,,unknown,,unknown,,,58,6,12,5
LQDA,Liquidia Corporation Common Stock,Health Care,77.7,6954840831,true,true,true,false,7,0.75,,unknown,,unknown,,unknown,,,216,6,12,5
BANC,Banc of California Inc. Common Stock,Finance,19.69,3110045916,true,true,true,false,12,5.93,,unknown,,unknown,,unknown,,,1904,6,12,5
CPK,Chesapeake Utilities Corporation Common Stock,Utilities,134.55,3243523520,true,true,true,false,12,2.03,,unknown,,unknown,,unknown,,,1300,6,12,5
RELY,Remitly Global Inc. Common Stock,Real Estate,26.3,5567290620,true,true,true,false,9,1.39,,unknown,,unknown,,unknown,,,3200,6,12,5
AVPT,AvePoint Inc. Class A Common Stock,Technology,13.25,2803241895,true,true,true,false,7,4.25,,unknown,,unknown,,unknown,,,3443,6,12,5
WRBY,Warby Parker Inc. Class A Common Stock,Health Care,25.6,3164366182,true,true,true,false,7,1.96,,unknown,,unknown,,unknown,,,4036,6,12,5
AVNT,Avient Corporation Common Stock,Industrials,45.39,4163150375,true,true,true,false,10,0.03,,unknown,,unknown,,unknown,,,9000,6,12,5
NATL,NCR Atleos Corporation Common Stock,Miscellaneous,46.31,3422167014,true,true,true,false,12,3.23,,unknown,,unknown,,unknown,,,20000,6,12,5
CBZ,CBIZ Inc. Common Stock,Real Estate,54.67,2966606265,true,true,true,false,14,2.5,,unknown,,unknown,,unknown,,,9500,6,12,5
TENB,Tenable Holdings Inc. Common Stock,Technology,35.29,3886840000,true,true,true,false,7,0.72,,unknown,,unknown,,unknown,,,1995,6,12,5
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Technology,110.58,4324450512,true,true,true,false,14,0.51,,unknown,,unknown,,unknown,,,1700,6,12,5
MGEE,MGE Energy Inc,Energy,81.03,3061638492,true,true,true,false,15,0.36,,unknown,,unknown,,unknown,,,726,6,12,5
APLE,Apple Hospitality REIT Inc. Common Shares,Real Estate,15.91,3756075725,true,true,true,false,13,2.44,,unknown,,unknown,,unknown,,,64,6,12,5
AWR,American States Water Company Common Stock,Utilities,87.87,3482782457,true,true,true,false,11,0.29,,unknown,,unknown,,unknown,,,900,6,12,5
TNET,TriNet Group Inc. Common Stock,Real Estate,67.14,3082044109,true,true,true,false,9,1.78,,unknown,,unknown,,unknown,,,302955,6,12,5
HIW,Highwoods Properties Inc. Common Stock,Real Estate,30.66,3381988429,true,true,true,false,9,0.63,,unknown,,unknown,,unknown,,,315,6,12,5
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Utilities,26.91,3900425414,true,true,true,false,10,0.62,,unknown,,unknown,,unknown,,,885,6,12,5
RHI,Robert Half Inc. Common Stock,Consumer Discretionary,42.47,4347306835,true,true,true,false,10,1.97,,unknown,,unknown,,unknown,,,14500,6,12,5
EWTX,Edgewise Therapeutics Inc. Common Stock,Health Care,44.04,4782925841,true,true,true,false,12,1.29,,unknown,,unknown,,unknown,,,127,6,12,5
SFNC,Simmons First National Corporation Class A Common Stock,Finance,23.94,3459660109,true,true,true,false,10,0.49,,unknown,,unknown,,unknown,,,2917,6,12,5
BOH,Bank of Hawaii Corporation Common Stock,Finance,79.83,3149325113,true,true,true,false,12,2.26,,unknown,,unknown,,unknown,,,1877,6,12,5
BCC,Boise Cascade L.L.C. Common Stock,Consumer Discretionary,81.94,2858997301,true,true,true,false,11,4.36,,unknown,,unknown,,unknown,,,7740,6,12,5
SXI,Standex International Corporation Common Stock,Industrials,326.97,3961216046,true,true,true,false,12,1.04,,unknown,,unknown,,unknown,,,4100,6,12,5
GRBK,Green Brick Partners Inc. Common Stock,Consumer Discretionary,70.88,3048598132,true,true,true,false,13,0.09,,unknown,,unknown,,unknown,,,620,6,12,5
CXT,Crane NXT Co. Common Stock,Industrials,50.33,2897060430,true,true,true,false,9,1.37,,unknown,,unknown,,unknown,,,4800,6,12,5
GSHD,Goosehead Insurance Inc. Class A Common Stock,Finance,64.4,2287224282,true,true,true,false,9,1.23,,unknown,,unknown,,unknown,,,1600,6,12,5
LFST,LifeStance Health Group Inc. Common Stock,Health Care,12.55,4794797893,true,true,true,false,11,3.28,,unknown,,unknown,,unknown,,,8542,6,12,5
ITGR,Integer Holdings Corporation Common Stock,Health Care,125.08,4251725364,true,true,true,false,12,1.13,,unknown,,unknown,,unknown,,,11000,6,12,5
WDFC,WD-40 Company Common Stock,Industrials,229.01,3073565195,true,true,true,false,12,0.22,,unknown,,unknown,,unknown,,,714,6,12,5
IPAR,Interparfums Inc. Common Stock,Consumer Discretionary,111.78,3579841800,true,true,true,false,10,0.94,,unknown,,unknown,,unknown,,,662,6,12,5
HP,Helmerich & Payne Inc. Common Stock,Energy,44.72,4469269620,true,true,true,false,13,0.55,,unknown,,unknown,,unknown,,,15700,6,12,5
TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,40.2,3017880250,true,true,true,false,15,0.11,,unknown,,unknown,,unknown,,,2100,6,12,5
ASH,Ashland Inc. Common Stock,Consumer Discretionary,74.17,3396494253,true,true,true,false,10,0.25,,unknown,,unknown,,unknown,,,2900,6,12,5
FA,First Advantage Corporation Common Stock,Technology,20.3,3486599927,true,true,true,false,13,0.46,,unknown,,unknown,,unknown,,,9500,6,12,5
BATRA,Atlanta Braves Holdings Inc. Series A Common Stock,Consumer Discretionary,56.12,3601102380,true,true,true,false,10,0.19,,unknown,,unknown,,unknown,,,1450,6,12,5
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,Consumer Discretionary,37.52,4349012800,true,true,true,false,12,0.84,,unknown,,unknown,,unknown,,,27900,6,12,5
CVBF,CVB Financial Corporation Common Stock,Finance,23.15,4074340620,true,true,true,false,7,0.76,,unknown,,unknown,,unknown,,,1079,6,12,5
OCUL,Ocular Therapeutix Inc. Common Stock,Health Care,10.65,2338908994,true,true,true,false,10,1.34,,unknown,,unknown,,unknown,,,325,6,12,5
PFS,Provident Financial Services Inc Common Stock,Finance,24.57,3204483724,true,true,true,false,13,0.9,,unknown,,unknown,,unknown,,,1866,6,12,5
MGRC,McGrath RentCorp Common Stock,Consumer Discretionary,121.04,2956482250,true,true,true,false,9,0.46,,unknown,,unknown,,unknown,,,1306,6,12,5
VC,Visteon Corporation Common Stock,Consumer Discretionary,107.8,2877767246,true,true,true,false,13,1.14,,unknown,,unknown,,unknown,,,10500,6,12,5
APPN,Appian Corporation Class A Common Stock,Technology,34.91,2500519411,true,true,true,false,11,2.92,,unknown,,unknown,,unknown,,,2149,6,12,5
ACMR,ACM Research Inc. Class A Common Stock,Technology,85.64,5964757145,true,true,true,false,17,0.64,,unknown,,unknown,,unknown,,,2513,6,12,5
DNLI,Denali Therapeutics Inc. Common Stock,Health Care,24.35,3892284263,true,true,true,false,13,0.77,,unknown,,unknown,,unknown,,,507,6,12,5
WOR,Worthington Enterprises Inc. Common Shares,Industrials,57.71,2823564705,true,true,true,false,13,2.69,,unknown,,unknown,,unknown,,,3800,6,12,5
CAKE,Cheesecake Factory Incorporated (The) Common Stock,Consumer Discretionary,109.07,5427392350,true,true,true,false,12,0.5,,unknown,,unknown,,unknown,,,48400,6,12,5
CVI,CVR Energy Inc. Common Stock,Energy,36.42,3661324416,true,true,true,false,14,20.37,,unknown,,unknown,,unknown,,,1532,6,12,5
CWT,California Water Service Group Common Stock,Utilities,49.66,3070929756,true,true,true,false,18,0.93,,unknown,,unknown,,unknown,,,1336,6,12,5
NSIT,Insight Enterprises Inc. Common Stock,Consumer Discretionary,149.31,4382076794,true,true,true,false,6,6.63,,unknown,,unknown,,unknown,,,14505,6,12,5
CUBI,Customers Bancorp Inc Common Stock,Finance,82.11,2773987736,true,true,true,false,9,0.09,,unknown,,unknown,,unknown,,,869,6,12,5
CHEF,The Chefs' Warehouse Inc. Common Stock,Consumer Discretionary,110.57,4510822897,true,true,true,false,14,2.38,,unknown,,unknown,,unknown,,,5156,6,12,5
ALRM,Alarm.com Holdings Inc. Common Stock,Technology,55,2699962540,true,true,true,false,13,0.19,,unknown,,unknown,,unknown,,,2051,6,12,5
ABM,ABM Industries Incorporated Common Stock,Consumer Discretionary,47.72,2795481646,true,true,true,false,14,0.65,,unknown,,unknown,,unknown,,,113000,6,12,5
CON,Concentra Group Holdings Parent Inc. Common Stock,Health Care,35.53,4530705160,true,true,true,false,7,1.09,,unknown,,unknown,,unknown,,,9999,6,12,5
ACLS,Axcelis Technologies Inc. Common Stock,Technology,144.11,4450331380,true,true,true,false,12,1.44,,unknown,,unknown,,unknown,,,1465,6,12,5
RNG,RingCentral Inc. Class A Common Stock,Technology,64.07,5350239799,true,true,true,false,13,3.06,,unknown,,unknown,,unknown,,,7378,6,12,5
SYRE,Spyre Therapeutics Inc. Common Stock,Health Care,104.6,9222975505,true,true,true,false,14,1.79,,unknown,,unknown,,unknown,,,125,6,12,5
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,Consumer Discretionary,84.86,4014322157,true,true,true,false,10,0.27,,unknown,,unknown,,unknown,,,6260,6,12,5
ADPT,Adaptive Biotechnologies Corporation Common Stock,Health Care,24.77,3953189006,true,true,true,false,11,0.5,,unknown,,unknown,,unknown,,,624,6,12,5
DBRG,DigitalBridge Group Inc.,Real Estate,15.91,2983049921,true,true,true,false,8,3,,unknown,,unknown,,unknown,,,303,6,12,5
HTFL,Heartflow Inc. Common Stock,Health Care,41.94,3646835116,true,true,true,false,9,0.04,,unknown,,unknown,,unknown,,,843,6,12,5
AAOI,Applied Optoelectronics Inc. Common Stock,Technology,154.89,13098929119,true,true,true,false,13,1.47,,unknown,,unknown,,unknown,,,4691,6,12,5
WAFD,WaFd Inc. Common Stock,Finance,37.76,2794060187,true,true,true,false,11,0.66,,unknown,,unknown,,unknown,,,1979,6,12,5
FFBC,First Financial Bancorp. Common Stock,Finance,34.17,3586788680,true,true,true,false,12,2.03,,unknown,,unknown,,unknown,,,2199,6,12,5
PRK,Park National Corporation Common Stock,Finance,205.53,3712727010,true,true,true,false,9,0.25,,unknown,,unknown,,unknown,,,1797,6,12,5
TOWN,TowneBank Common Stock,Finance,37.59,2804865435,true,true,true,false,13,0.56,,unknown,,unknown,,unknown,,,2932,6,12,5
KWR,Quaker Houghton Common Stock,Industrials,169.96,2924621032,true,true,true,false,12,0.61,,unknown,,unknown,,unknown,,,4700,6,12,5
TDW,Tidewater Inc. Common Stock,Consumer Discretionary,93.97,4675593027,true,true,true,false,12,0,,unknown,,unknown,,unknown,,,7300,6,12,5
RCUS,Arcus Biosciences Inc. Common Stock,Health Care,29.56,3763974595,true,true,true,false,12,2.4,,unknown,,unknown,,unknown,,,601,6,12,5
HCI,HCI Group Inc. Common Stock,Finance,182.65,2271959058,true,true,true,false,10,0.43,,unknown,,unknown,,unknown,,,594,6,12,5
BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,Consumer Discretionary,52.72,3382931530,true,true,true,false,12,0.02,,unknown,,unknown,,unknown,,,1450,6,12,5
FCPT,Four Corners Property Trust Inc. Common Stock,Real Estate,25.07,2751593098,true,true,true,false,15,15.23,,unknown,,unknown,,unknown,,,496,6,12,5
HOG,Harley-Davidson Inc. Common Stock,Consumer Discretionary,27.03,2813079864,true,true,true,false,15,36.27,,unknown,,unknown,,unknown,,,5500,6,12,5
AAP,Advance Auto Parts Inc.,Consumer Discretionary,56.72,3425020694,true,true,true,false,11,0.7,,unknown,,unknown,,unknown,,,54007,6,12,5
CURB,Curbline Properties Corp. Common Stock,Finance,29.99,3449990370,true,true,true,false,13,36.98,,unknown,,unknown,,unknown,,,39,6,12,5
UE,Urban Edge Properties Common Shares of Beneficial Interest,Finance,21.85,2758441582,true,true,true,false,9,0.35,,unknown,,unknown,,unknown,,,104,6,12,5
ALKT,Alkami Technology Inc. Common Stock,Technology,20.21,2161297416,true,true,true,false,9,10.6,,unknown,,unknown,,unknown,,,1225,6,12,5
KSS,Kohl's Corporation Common Stock,Consumer Discretionary,19.28,2186351865,true,true,true,false,15,2.22,,unknown,,unknown,,unknown,,,84000,6,12,5
OII,Oceaneering International Inc. Common Stock,Energy,54.11,5385549091,true,true,true,false,12,0.02,,unknown,,unknown,,unknown,,,11100,6,12,5
SEZL,Sezzle Inc. Common Stock,Real Estate,122.18,4114413211,true,true,true,false,11,0.3,,unknown,,unknown,,unknown,,,201,6,12,5
TRMK,Trustmark Corporation Common Stock,Finance,48.13,2794936871,true,true,true,false,11,0.51,,unknown,,unknown,,unknown,,,2583,6,12,5
INSW,International Seaways Inc. Common Stock ,Consumer Discretionary,98.36,4871899750,true,true,true,false,12,0.37,,unknown,,unknown,,unknown,,,2837,6,12,5
IMNM,Immunome Inc. Common Stock,Health Care,27.4,3112027035,true,true,true,false,10,0.44,,unknown,,unknown,,unknown,,,247,6,12,5
SLDE,Slide Insurance Holdings Inc. Common Stock,Finance,21.6,2523133130,true,true,true,false,13,0.39,,unknown,,unknown,,unknown,,,627,6,12,5
PLUS,ePlus inc. Common Stock,Technology,86.78,2264126474,true,true,true,false,12,0.14,,unknown,,unknown,,unknown,,,2148,6,12,5
MGNI,Magnite Inc. Common Stock,Technology,24.19,3469430358,true,true,true,false,13,0.09,,unknown,,unknown,,unknown,,,971,6,12,5
PHIN,PHINIA Inc. Common Stock,Consumer Discretionary,74.6,2733201365,true,true,true,false,15,1.11,,unknown,,unknown,,unknown,,,12500,6,12,5
DIOD,Diodes Incorporated Common Stock,Technology,107.56,4953321390,true,true,true,false,13,1.5,,unknown,,unknown,,unknown,,,7989,6,12,5
NN,NextNav Inc. Common Stock,Industrials,19.2,3241150272,true,true,true,false,13,0.54,,unknown,,unknown,,unknown,,,103,6,12,5
GEO,Geo Group Inc (The) REIT,Consumer Discretionary,31.15,4099950042,true,true,true,false,13,1.48,,unknown,,unknown,,unknown,,,18000,6,12,5
EXTR,Extreme Networks Inc. Common Stock,Telecommunications,24.28,3175291977,true,true,true,false,11,0.36,,unknown,,unknown,,unknown,,,2811,6,12,5
BBT,Beacon Financial Corporation Common stock,Finance,32.61,2733242564,true,true,true,false,11,3.43,,unknown,,unknown,,unknown,,,2050,6,12,5
NBTB,NBT Bancorp Inc. Common Stock,Finance,53.29,2768951651,true,true,true,false,7,1.49,,unknown,,unknown,,unknown,,,2303,6,12,5
BELFB,Bel Fuse Inc. Class B Common Stock,Uncategorized,297.91,4301656550,true,true,true,false,13,0.76,,unknown,,unknown,,unknown,,,4964,6,12,5
GCMG,GCM Grosvenor Inc. Class A Common Stock,Finance,13.7,2778251770,true,true,true,false,10,1.68,,unknown,,unknown,,unknown,,,553,6,12,5
PTEN,Patterson-UTI Energy Inc. Common Stock,Energy,12.215,4658616236,true,true,true,false,11,0.14,,unknown,,unknown,,unknown,,,7900,6,12,5
IVT,InvenTrust Properties Corp. Common Stock,Real Estate,33.42,2606039164,true,true,true,false,9,12.2,,unknown,,unknown,,unknown,,,103,6,12,5
FRME,First Merchants Corporation Common Stock,Finance,43.52,2733117929,true,true,true,false,12,0.8,,unknown,,unknown,,unknown,,,2086,6,12,5
BANR,Banner Corporation Common Stock,Finance,73.65,2502988548,true,true,true,false,13,0.03,,unknown,,unknown,,unknown,,,1943,6,12,5
SAH,Sonic Automotive Inc. Common Stock,Consumer Discretionary,80.26,2537404009,true,true,true,false,12,1.68,,unknown,,unknown,,unknown,,,11000,6,12,5
HRMY,Harmony Biosciences Holdings Inc. Common Stock,Health Care,38.14,2221136029,true,true,true,false,9,3.32,,unknown,,unknown,,unknown,,,293,6,12,5
ATKR,Atkore Inc. Common Stock,Miscellaneous,93.71,3164825661,true,true,true,false,13,8.5,,unknown,,unknown,,unknown,,,5076,6,12,5
CECO,CECO Environmental Corp. Common Stock,Industrials,84.15,4928651195,true,true,true,false,12,0.23,,unknown,,unknown,,unknown,,,1540,6,12,5
MTRN,Materion Corporation,Industrials,287.79,5995737718,true,true,true,false,14,0.46,,unknown,,unknown,,unknown,,,2880,6,12,5
PK,Park Hotels & Resorts Inc. Common Stock ,Consumer Discretionary,15,3020074950,true,true,true,false,9,0.59,,unknown,,unknown,,unknown,,,90,6,12,5
NGVT,Ingevity Corporation Common Stock ,Industrials,75.79,2605502708,true,true,true,false,12,0.37,,unknown,,unknown,,unknown,,,1500,6,12,5
FBNC,First Bancorp Common Stock,Finance,66.12,2735663493,true,true,true,false,14,0.74,,unknown,,unknown,,unknown,,,1374,6,12,5
BUSE,First Busey Corporation Class A Common Stock,Finance,31.08,2566491792,true,true,true,false,9,0.12,,unknown,,unknown,,unknown,,,1833,6,12,5
NHC,National HealthCare Corporation Common Stock,Health Care,228.2,3573930339,true,true,true,false,12,0.22,,unknown,,unknown,,unknown,,,15278,6,12,5
STC,Stewart Information Services Corporation Common Stock,Finance,68.07,2077646086,true,true,true,false,14,7.96,,unknown,,unknown,,unknown,,,8100,6,12,5
HTH,Hilltop Holdings Inc.,Finance,39.33,2253074781,true,true,true,false,14,1.04,,unknown,,unknown,,unknown,,,3550,6,12,5
SM,SM Energy Company Common Stock,Energy,35.48,8439062333,true,true,true,false,10,5.82,,unknown,,unknown,,unknown,,,1241,6,12,5
CRGY,Crescent Energy Company Class A Common Stock,Energy,12.69,4192822902,true,true,true,false,12,0.09,,unknown,,unknown,,unknown,,,1066,6,12,5
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,Finance,57.57,2555906102,true,true,true,false,7,0.66,,unknown,,unknown,,unknown,,,611,6,12,5
NOG,Northern Oil and Gas Inc. Common Stock,Energy,25.53,2720199238,true,true,true,false,12,2.65,,unknown,,unknown,,unknown,,,64,6,12,5
TXG,10x Genomics Inc. Class A Common Stock,Industrials,57.99,7555584832,true,true,true,false,10,0.55,,unknown,,unknown,,unknown,,,1178,6,12,5
RXO,RXO Inc. Common Stock,Consumer Discretionary,23.45,3867517702,true,true,true,false,9,0.24,,unknown,,unknown,,unknown,,,6906,6,12,5
POWI,Power Integrations Inc. Common Stock,Technology,62.1,3469731806,true,true,true,false,15,0.77,,unknown,,unknown,,unknown,,,877,6,12,5
EFSC,Enterprise Financial Services Corporation Common Stock,Finance,65.96,2387258619,true,true,true,false,11,0.76,,unknown,,unknown,,unknown,,,1418,6,12,5
CENT,Central Garden & Pet Company Common Stock,Consumer Discretionary,43.35,2713389123,true,true,true,false,13,0.36,,unknown,,unknown,,unknown,,,6000,6,12,5
ADUS,Addus HomeCare Corporation Common Stock,Health Care,114.9,2145677070,true,true,true,false,12,31.16,,unknown,,unknown,,unknown,,,50659,6,12,5
UNFI,United Natural Foods Inc. Common Stock,Consumer Discretionary,48.11,2911575825,true,true,true,false,13,0.75,,unknown,,unknown,,unknown,,,25600,6,12,5
VSH,Vishay Intertechnology Inc. Common Stock,Technology,35.58,5457230762,true,true,true,false,11,0.63,,unknown,,unknown,,unknown,,,22600,6,12,5
VAC,Marriott Vacations Worldwide Corporation Common Stock,Finance,119.47,4109208880,true,true,true,false,12,0.77,,unknown,,unknown,,unknown,,,21100,6,12,5
TWST,Twist Bioscience Corporation Common Stock,Health Care,124.41,8248529057,true,true,true,false,11,1.58,,unknown,,unknown,,unknown,,,979,6,12,5
PENN,PENN Entertainment Inc. Common Stock,Consumer Discretionary,18.65,2500341922,true,true,true,false,12,0.27,,unknown,,unknown,,unknown,,,23441,6,12,5
NTCT,NetScout Systems Inc. Common Stock,Technology,39.14,2845764192,true,true,true,false,11,0.3,,unknown,,unknown,,unknown,,,2073,6,12,5
CXW,CoreCivic Inc. Common Stock,Real Estate,33.58,3320843361,true,true,true,false,9,0.72,,unknown,,unknown,,unknown,,,13651,6,12,5
ATRC,AtriCure Inc. Common Stock,Health Care,44.77,2277283982,true,true,true,false,11,0.02,,unknown,,unknown,,unknown,,,1350,6,12,5
BELFA,Bel Fuse Inc. Class A Common Stock,Uncategorized,248.02,3581272389,true,true,true,false,17,0.13,,unknown,,unknown,,unknown,,,4964,6,12,5
ATRO,Astronics Corporation Common Stock,Industrials,93.05,4001993405,true,true,true,false,14,1.31,,unknown,,unknown,,unknown,,,2700,6,12,5
SYBT,Stock Yards Bancorp Inc. Common Stock,Finance,84.28,2618296672,true,true,true,false,10,0.02,,unknown,,unknown,,unknown,,,1270,6,12,5
PRKS,United Parks & Resorts Inc. Common Stock,Health Care,44.45,2015421185,true,true,true,false,17,1.04,,unknown,,unknown,,unknown,,,16200,6,12,5
GRDN,Guardian Pharmacy Services Inc. Class A Common Stock,Consumer Staples,38,2407007552,true,true,true,false,10,4.34,,unknown,,unknown,,unknown,,,3600,6,12,5
NWN,Northwest Natural Holding Company Common Stock,Utilities,50.43,2122777121,true,true,true,false,14,0.82,,unknown,,unknown,,unknown,,,1619,6,12,5
FIGS,FIGS Inc. Class A Common Stock,Consumer Discretionary,14.32,2379128265,true,true,true,false,11,8.92,,unknown,,unknown,,unknown,,,388,6,12,5
IOSP,Innospec Inc. Common Stock,Industrials,93.83,2311131140,true,true,true,false,9,5.58,,unknown,,unknown,,unknown,,,2450,6,12,5
HNI,HNI Corporation Common Stock,Consumer Discretionary,48.32,3487824576,true,true,true,false,9,0.66,,unknown,,unknown,,unknown,,,18500,6,12,5
AGM,Federal Agricultural Mortgage Corporation Common Stock,Finance,231.72,2514905821,true,true,true,false,12,1.38,,unknown,,unknown,,unknown,,,212,6,12,5
MTX,Minerals Technologies Inc. Common Stock,Basic Materials,72.37,2252788506,true,true,true,false,11,0.83,,unknown,,unknown,,unknown,,,3782,6,12,5
KALU,Kaiser Aluminum Corporation Common Stock,Industrials,185.5,3032756566,true,true,true,false,10,2.9,,unknown,,unknown,,unknown,,,3800,6,12,5
VCEL,Vericel Corporation Common Stock,Health Care,43.59,2232096304,true,true,true,false,14,0.66,,unknown,,unknown,,unknown,,,398,6,12,5
RAMP,LiveRamp Holdings Inc. Common Stock,Technology,37.68,2290754922,true,true,true,false,6,2.43,,unknown,,unknown,,unknown,,,1300,6,12,5
HMN,Horace Mann Educators Corporation Common Stock,Finance,51.3,2077704070,true,true,true,false,13,1.96,,unknown,,unknown,,unknown,,,1800,6,12,5
MD,Pediatrix Medical Group Inc. Common Stock,Health Care,26.34,2140211158,true,true,true,false,13,0.32,,unknown,,unknown,,unknown,,,4280,6,12,5
DRH,Diamondrock Hospitality Company Common Stock,Real Estate,12.36,2528926217,true,true,true,false,7,0.62,,unknown,,unknown,,unknown,,,35,6,12,5
KN,Knowles Corporation Common Stock,Consumer Staples,38.99,3330148611,true,true,true,false,17,1.51,,unknown,,unknown,,unknown,,,5200,6,12,5
ADEA,Adeia Inc. Common Stock,Technology,29.67,3272012051,true,true,true,false,10,0.85,,unknown,,unknown,,unknown,,,150,6,12,5
TALO,Talos Energy Inc. Common Stock,Energy,16.41,2739903330,true,true,true,false,17,0.08,,unknown,,unknown,,unknown,,,700,6,12,5
DV,DoubleVerify Holdings Inc. Common Stock,Technology,13.3,2061325065,true,true,true,false,12,5.83,,unknown,,unknown,,unknown,,,1231,6,12,5
NIC,Nicolet Bankshares Inc. Common Stock,Finance,177.9,3728341563,true,true,true,false,12,0.02,,unknown,,unknown,,unknown,,,1429,6,12,5
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,Consumer Discretionary,37.64,2355985389,true,true,true,false,11,0.37,,unknown,,unknown,,unknown,,,6000,6,12,5
HLIO,Helios Technologies Inc. Common Stock,Industrials,82,2701947314,true,true,true,false,12,2.81,,unknown,,unknown,,unknown,,,2300,6,12,5
UFPT,UFP Technologies Inc. Common Stock,Health Care,321.31,2488799785,true,true,true,false,11,0.38,,unknown,,unknown,,unknown,,,4846,6,12,5
