symbol,name,industry,close,marketCap,aboveSma12m,aboveSma200,aboveSma150,vcp,contractions,volatilityRatio,pe,peTrend,fcf,fcfTrend,eps,epsTrend,freeFloatPct,closelyHeldPct,employees,rulesPassed,rulesTotal,score
AHR,American Healthcare REIT Inc. Common Stock,Real Estate,54.68,11920173017,true,true,true,false,12,1.91,,unknown,,unknown,,unknown,,,121,6,12,5
PAYC,Paycom Software Inc. Common Stock,Technology,214.19,9653890074,true,true,true,false,14,2.14,,unknown,,unknown,,unknown,,,5770,6,12,5
MORN,Morningstar Inc. Common Stock,Finance,206.74,7755555669,true,true,true,false,13,0.79,,unknown,,unknown,,unknown,,,10937,6,12,5
PATH,UiPath Inc. Class A Common Stock,Technology,15.99,8284743053,true,true,true,false,10,4.35,,unknown,,unknown,,unknown,,,3981,6,12,5
ONB,Old National Bancorp Common Stock,Finance,27.07,10356169900,true,true,true,false,11,0.68,,unknown,,unknown,,unknown,,,4971,6,12,5
HSIC,Henry Schein Inc. Common Stock,Health Care,89.52,9976694440,true,true,true,false,8,1.79,,unknown,,unknown,,unknown,,,25000,6,12,5
TTEK,Tetra Tech Inc. Common Stock,Consumer Discretionary,35.82,9171511411,true,true,true,false,12,0.08,,unknown,,unknown,,unknown,,,25000,6,12,5
FRT,Federal Realty Investment Trust Common Stock,Real Estate,118.02,10254655477,true,true,true,false,9,1.14,,unknown,,unknown,,unknown,,,320,6,12,5
ZION,Zions Bancorporation N.A. Common Stock,Finance,71.58,10447341151,true,true,true,false,11,0.1,,unknown,,unknown,,unknown,,,9195,6,12,5
CORT,Corcept Therapeutics Incorporated Common Stock,Health Care,117.17,12665889176,true,true,true,false,11,0.56,,unknown,,unknown,,unknown,,,730,6,12,5
LNC,Lincoln National Corporation Common Stock,Finance,44.67,8551952499,true,true,true,false,10,0.39,,unknown,,unknown,,unknown,,,9423,6,12,5
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,72.8,11848636800,true,true,true,false,11,3.5,,unknown,,unknown,,unknown,,,37100,6,12,5
OGE,OGE Energy Corp Common Stock,Utilities,47.35,9781623939,true,true,true,false,11,3.63,,unknown,,unknown,,unknown,,,2248,6,12,5
APA,APA Corporation Common Stock,Energy,41.58,14567615786,true,true,true,false,14,0.13,,unknown,,unknown,,unknown,,,1791,6,12,5
COLB,Columbia Banking System Inc. Common Stock,Finance,32.34,9149059347,true,true,true,false,9,2.56,,unknown,,unknown,,unknown,,,6005,6,12,5
APPF,AppFolio Inc. Class A Common Stock,Technology,195.965,6940490837,true,true,true,false,10,0.07,,unknown,,unknown,,unknown,,,1702,6,12,5
IDCC,InterDigital Inc. Common Stock,Miscellaneous,348.39,8990554779,true,true,true,false,10,10.74,,unknown,,unknown,,unknown,,,460,6,12,5
MOH,Molina Healthcare Inc Common Stock,Health Care,203.06,10599732000,true,true,true,false,9,4.06,,unknown,,unknown,,unknown,,,19000,6,12,5
AM,Antero Midstream Corporation Common Stock,Utilities,22.15,10514029100,true,true,true,false,14,0.11,,unknown,,unknown,,unknown,,,632,6,12,5
DINO,HF Sinclair Corporation Common Stock,Energy,94.99,16887687817,true,true,true,false,11,0.36,,unknown,,unknown,,unknown,,,5165,6,12,5
SANM,Sanmina Corporation Common Stock,Technology,217.03,11632234173,true,true,true,false,9,0.32,,unknown,,unknown,,unknown,,,35000,6,12,5
BPOP,Popular Inc. Common Stock,Finance,176.91,11283054612,true,true,true,false,12,0.38,,unknown,,unknown,,unknown,,,9238,6,12,5
ALSN,Allison Transmission Holdings Inc. Common Stock,Consumer Discretionary,127.11,10496494410,true,true,true,false,13,0.18,,unknown,,unknown,,unknown,,,4000,6,12,5
DUOL,Duolingo Inc. Class A Common Stock,Technology,130.16,6089700773,true,true,true,false,15,3.32,,unknown,,unknown,,unknown,,,900,6,12,5
PCTY,Paylocity Holding Corporation Common Stock,Technology,145.47,7718196408,true,true,true,false,12,1.26,,unknown,,unknown,,unknown,,,6900,6,12,5
LAD,Lithia Motors Inc. Common Stock,Consumer Discretionary,369.52,8123201024,true,true,true,false,8,31.65,,unknown,,unknown,,unknown,,,30000,6,12,5
AMG,Affiliated Managers Group Inc. Common Stock,Finance,371.4,9604379116,true,true,true,false,11,0.83,,unknown,,unknown,,unknown,,,5600,6,12,5
PRI,Primerica Inc. Common Stock,Finance,309.92,9538516312,true,true,true,false,13,0.7,,unknown,,unknown,,unknown,,,2833,6,12,5
AWI,Armstrong World Industries Inc Common Stock,Industrials,179.17,7572230534,true,true,true,false,15,2.26,,unknown,,unknown,,unknown,,,4000,6,12,5
OSK,Oshkosh Corporation (Holding Company)Common Stock,Industrials,153.97,9506069154,true,true,true,false,9,0.3,,unknown,,unknown,,unknown,,,18400,6,12,5
LEVI,Levi Strauss & Co Class A Common Stock,Consumer Discretionary,22.57,8686077184,true,true,true,false,7,18.01,,unknown,,unknown,,unknown,,,19000,6,12,5
GNRC,Generac Holdlings Inc. Common Stock,Consumer Discretionary,221.25,13055157371,true,true,true,false,11,0.3,,unknown,,unknown,,unknown,,,9400,6,12,5
AEIS,Advanced Energy Industries Inc. Common Stock,Technology,348.63,13962785594,true,true,true,false,16,0.35,,unknown,,unknown,,unknown,,,13000,6,12,5
CFR,Cullen/Frost Bankers Inc. Common Stock,Finance,168.07,10445346295,true,true,true,false,13,0.18,,unknown,,unknown,,unknown,,,6008,6,12,5
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,Industrials,355.23,9498201905,true,true,true,false,11,3.51,,unknown,,unknown,,unknown,,,7450,6,12,5
CTRE,CareTrust REIT Inc. Common Stock,Real Estate,39.26,9276870993,true,true,true,false,11,9,,unknown,,unknown,,unknown,,,43,6,12,5
CUBE,CubeSmart Common Shares,Real Estate,41.14,9263175088,true,true,true,false,12,0.81,,unknown,,unknown,,unknown,,,3121,6,12,5
OMF,OneMain Holdings Inc. Common Stock,Finance,65.15,7494951705,true,true,true,false,12,0.25,,unknown,,unknown,,unknown,,,9300,6,12,5
VMI,Valmont Industries Inc. Common Stock,Industrials,506.79,9783508986,true,true,true,false,15,1.01,,unknown,,unknown,,unknown,,,10791,6,12,5
ESTC,Elastic N.V. Ordinary Shares,Technology,83.44,8673724258,true,true,true,false,11,0.08,,unknown,,unknown,,unknown,,,4019,6,12,5
HALO,Halozyme Therapeutics Inc. Common Stock,Health Care,103,11690294000,true,true,true,false,9,4.68,,unknown,,unknown,,unknown,,,423,6,12,5
ATR,AptarGroup Inc. Common Stock,Industrials,131.74,8376177934,true,true,true,false,10,18.63,,unknown,,unknown,,unknown,,,14000,6,12,5
BRX,Brixmor Property Group Inc. Common Stock,Real Estate,29.76,9132520124,true,true,true,false,9,0.48,,unknown,,unknown,,unknown,,,464,6,12,5
DVA,DaVita Inc. Common Stock,Health Care,176.7,11273460000,true,true,true,false,9,1.46,,unknown,,unknown,,unknown,,,78000,6,12,5
ZWS,Zurn Elkay Water Solutions Corporation Common Stock,Industrials,50.31,8344622720,true,true,true,false,12,2.56,,unknown,,unknown,,unknown,,,2600,6,12,5
IESC,IES Holdings Inc. Common Stock,Industrials,793.96,15819141690,true,true,true,false,13,1.1,,unknown,,unknown,,unknown,,,10283,6,12,5
HQY,HealthEquity Inc. Common Stock,Real Estate,102.33,8555008726,true,true,true,false,14,3.49,,unknown,,unknown,,unknown,,,2814,6,12,5
GSAT,Globalstar Inc. Common Stock,Consumer Discretionary,83.03,10757648272,true,true,true,false,8,2.75,,unknown,,unknown,,unknown,,,477,6,12,5
CAI,Caris Life Sciences Inc. Common Stock,Health Care,21.63,6112533873,true,true,true,false,12,7.3,,unknown,,unknown,,unknown,,,1846,6,12,5
QRVO,Qorvo Inc. Common Stock,Technology,96.04,8472805633,true,true,true,false,11,0.71,,unknown,,unknown,,unknown,,,5200,6,12,5
R,Ryder System Inc. Common Stock,Consumer Discretionary,264.7,10150415960,true,true,true,false,14,0.19,,unknown,,unknown,,unknown,,,51600,6,12,5
FROG,JFrog Ltd. Ordinary Shares,Technology,94.64,11669236073,true,true,true,false,16,0.48,,unknown,,unknown,,unknown,,,1800,6,12,5
LINE,Lineage Inc. Common Stock,Real Estate,40.8,9290568490,true,true,true,false,11,1.7,,unknown,,unknown,,unknown,,,24000,6,12,5
CMC,Commercial Metals Company Common Stock,Industrials,72.73,8045707885,true,true,true,false,12,0.75,,unknown,,unknown,,unknown,,,12690,6,12,5
ONTO,Onto Innovation Inc. Common Stock,Industrials,351.16,17232912577,true,true,true,false,15,2.9,,unknown,,unknown,,unknown,,,1615,6,12,5
LYFT,Lyft Inc. Class A Common Stock,Real Estate,17.22,6518463088,true,true,true,false,18,0.72,,unknown,,unknown,,unknown,,,3913,6,12,5
PNFP,Pinnacle Financial Partners Inc. Common Stock,Finance,107.35,16221941904,true,true,true,false,15,0.35,,unknown,,unknown,,unknown,,,3566,6,12,5
HIMS,Hims & Hers Health Inc. Class A Common Stock,Health Care,28.61,6675096746,true,true,true,false,9,0.35,,unknown,,unknown,,unknown,,,2442,6,12,5
AVTR,Avantor Inc. Common Stock,Industrials,13.5,9130844340,true,true,true,false,12,3.77,,unknown,,unknown,,unknown,,,13500,6,12,5
TTC,Toro Company (The) Common Stock,Consumer Discretionary,97.5,9284879565,true,true,true,false,10,2.08,,unknown,,unknown,,unknown,,,9791,6,12,5
SFM,Sprouts Farmers Market Inc. Common Stock,Consumer Staples,80.6,7515758575,true,true,true,false,11,0.17,,unknown,,unknown,,unknown,,,36000,6,12,5
FR,First Industrial Realty Trust Inc. Common Stock,Real Estate,62.9,8338838303,true,true,true,false,9,0.5,,unknown,,unknown,,unknown,,,152,6,12,5
CYTK,Cytokinetics Incorporated Common Stock,Health Care,75.87,10547706724,true,true,true,false,12,5.48,,unknown,,unknown,,unknown,,,673,6,12,5
AN,AutoNation Inc. Common Stock,Consumer Discretionary,204.96,6776142798,true,true,true,false,10,0.31,,unknown,,unknown,,unknown,,,24800,6,12,5
BOKF,BOK Financial Corporation Common Stock,Finance,145.72,8854947859,true,true,true,false,11,0.2,,unknown,,unknown,,unknown,,,5034,6,12,5
MTCH,Match Group Inc. Common Stock,Technology,37.22,8543887662,true,true,true,false,15,1.01,,unknown,,unknown,,unknown,,,2510,6,12,5
AXSM,Axsome Therapeutics Inc. Common Stock,Health Care,216.27,11328399509,true,true,true,false,14,0.44,,unknown,,unknown,,unknown,,,1346,6,12,5
MUSA,Murphy USA Inc. Common Stock,Consumer Discretionary,586.06,10771986163,true,true,true,false,10,0.18,,unknown,,unknown,,unknown,,,16900,6,12,5
NNN,NNN REIT Inc. Common Stock,Real Estate,46.16,8859553424,true,true,true,false,12,0.31,,unknown,,unknown,,unknown,,,85,6,12,5
TTMI,TTM Technologies Inc. Common Stock,Technology,140.98,14852082847,true,true,true,false,12,1.14,,unknown,,unknown,,unknown,,,18200,6,12,5
CBSH,Commerce Bancshares Inc. Common Stock,Finance,59.71,8564335348,true,true,true,false,13,0.56,,unknown,,unknown,,unknown,,,4577,6,12,5
JXN,Jackson Financial Inc. Class A Common Stock ,Finance,133.15,9018082264,true,true,true,false,11,0.14,,unknown,,unknown,,unknown,,,3890,6,12,5
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,Health Care,115.44,7948284346,true,true,true,false,9,7.44,,unknown,,unknown,,unknown,,,414,6,12,5
KRYS,Krystal Biotech Inc. Common Stock,Health Care,335.73,9937217210,true,true,true,false,10,0.39,,unknown,,unknown,,unknown,,,295,6,12,5
BRKR,Bruker Corporation Common Stock,Industrials,57.67,8786561754,true,true,true,false,9,1.03,,unknown,,unknown,,unknown,,,11085,6,12,5
EMN,Eastman Chemical Company Common Stock,Industrials,73.97,8460497831,true,true,true,false,9,0.12,,unknown,,unknown,,unknown,,,13000,6,12,5
DBX,Dropbox Inc. Class A Common Stock,Technology,33.38,7534175933,true,true,true,false,14,2.12,,unknown,,unknown,,unknown,,,2113,6,12,5
NTSK,Netskope Inc. Class A Common Stock,Technology,15.25,6159835647,true,true,true,false,13,1.93,,unknown,,unknown,,unknown,,,3281,6,12,5
VOYA,Voya Financial Inc. Common Stock,Finance,100.14,9072318389,true,true,true,false,11,0.59,,unknown,,unknown,,unknown,,,11000,6,12,5
FCFS,FirstCash Holdings Inc. Common Stock,Consumer Discretionary,216.24,9378718032,true,true,true,false,14,0.2,,unknown,,unknown,,unknown,,,20000,6,12,5
SMTC,Semtech Corporation Common Stock,Technology,154.22,14365773129,true,true,true,false,11,0.7,,unknown,,unknown,,unknown,,,1920,6,12,5
SIRI,SiriusXM Holdings Inc. Common Stock,Consumer Discretionary,29.125,9817073200,true,true,true,false,12,63.94,,unknown,,unknown,,unknown,,,5119,6,12,5
SSD,Simpson Manufacturing Company Inc. Common Stock,Consumer Discretionary,195.89,8028489357,true,true,true,false,12,0.05,,unknown,,unknown,,unknown,,,5545,6,12,5
AXTA,Axalta Coating Systems Ltd. Common Shares,Consumer Discretionary,36.11,7728262092,true,true,true,false,10,1.72,,unknown,,unknown,,unknown,,,12300,6,12,5
URBN,Urban Outfitters Inc. Common Stock,Consumer Discretionary,76.64,6563072761,true,true,true,false,12,1.24,,unknown,,unknown,,unknown,,,31000,6,12,5
FSS,Federal Signal Corporation Common Stock,Industrials,126.14,7699788812,true,true,true,false,13,13.99,,unknown,,unknown,,unknown,,,5800,6,12,5
EXLS,ExlService Holdings Inc. Common Stock,Real Estate,34.56,5239727965,true,true,true,false,17,1.62,,unknown,,unknown,,unknown,,,65000,6,12,5
IDA,IDACORP Inc. Common Stock,Utilities,141.47,8182913823,true,true,true,false,12,0.27,,unknown,,unknown,,unknown,,,2174,6,12,5
CLF,Cleveland-Cliffs Inc. Common Stock,Basic Materials,12.31,7023347979,true,true,true,false,10,0.64,,unknown,,unknown,,unknown,,,25000,6,12,5
MHK,Mohawk Industries Inc. Common Stock,Consumer Discretionary,135.34,9167680544,true,true,true,false,13,0.11,,unknown,,unknown,,unknown,,,40500,6,12,5
BTSG,BrightSpring Health Services Inc. Common Stock,Health Care,60.38,11947042872,true,true,true,false,8,1.28,,unknown,,unknown,,unknown,,,23500,6,12,5
MKTX,MarketAxess Holdings Inc. Common Stock,Finance,162.56,5720956361,true,true,true,false,13,0.83,,unknown,,unknown,,unknown,,,868,6,12,5
PRAX,Praxis Precision Medicines Inc. Common Stock,Health Care,376.38,10508525083,true,true,true,false,10,2.4,,unknown,,unknown,,unknown,,,168,6,12,5
PB,Prosperity Bancshares Inc. Common Stock,Finance,74.48,8950765904,true,true,true,false,12,0.58,,unknown,,unknown,,unknown,,,3941,6,12,5
GKOS,Glaukos Corporation Common Stock,Health Care,185.62,10948598386,true,true,true,false,8,14.36,,unknown,,unknown,,unknown,,,1094,6,12,5
MTG,MGIC Investment Corporation Common Stock,Finance,31.11,6381433772,true,true,true,false,14,0.95,,unknown,,unknown,,unknown,,,542,6,12,5
NEU,NewMarket Corp Common Stock,Industrials,951.06,8746333890,true,true,true,false,10,0.02,,unknown,,unknown,,unknown,,,2050,6,12,5
VLY,Valley National Bancorp Common Stock,Finance,14.94,8255922076,true,true,true,false,8,1.52,,unknown,,unknown,,unknown,,,3675,6,12,5
EAT,Brinker International Inc. Common Stock,Consumer Discretionary,241.71,10366407721,true,true,true,false,9,9.97,,unknown,,unknown,,unknown,,,83840,6,12,5
RRR,Red Rock Resorts Inc. Class A Common Stock,Consumer Discretionary,63.21,6638073307,true,true,true,false,13,0.55,,unknown,,unknown,,unknown,,,9500,6,12,5
FLR,Fluor Corporation Common Stock,Industrials,54.74,7320986008,true,true,true,false,9,0.5,,unknown,,unknown,,unknown,,,22995,6,12,5
THG,Hanover Insurance Group Inc,Finance,222.1,7733571084,true,true,true,false,12,0.3,,unknown,,unknown,,unknown,,,4900,6,12,5
LFUS,Littelfuse Inc. Common Stock,Energy,471.81,11983382822,true,true,true,false,11,1.89,,unknown,,unknown,,unknown,,,17000,6,12,5
LOAR,Loar Holdings Inc. Common Stock,Industrials,77.83,7291773698,true,true,true,false,12,0.92,,unknown,,unknown,,unknown,,,1700,6,12,5
VNO,Vornado Realty Trust Common Stock,Real Estate,37.9,7076708125,true,true,true,false,12,1.3,,unknown,,unknown,,unknown,,,3145,6,12,5
MSA,MSA Safety Incorporated Common Stock,Health Care,189.14,7296697581,true,true,true,false,9,9.64,,unknown,,unknown,,unknown,,,5300,6,12,5
KYMR,Kymera Therapeutics Inc. Common Stock,Health Care,121.41,10095316531,true,true,true,false,11,2.25,,unknown,,unknown,,unknown,,,273,6,12,5
ROAD,Construction Partners Inc. Class A Common Stock,Industrials,120.46,6911338895,true,true,true,false,11,0.86,,unknown,,unknown,,unknown,,,1639,6,12,5
GTLB,GitLab Inc. Class A Common Stock,Technology,40.52,6843828000,true,true,true,false,11,16.19,,unknown,,unknown,,unknown,,,2580,6,12,5
FAF,First American Corporation (New) Common Stock,Finance,73.18,7471678000,true,true,true,false,16,0.65,,unknown,,unknown,,unknown,,,19102,6,12,5
WAY,Waystar Holding Corp. Common Stock,Technology,24.68,4732350907,true,true,true,false,13,2.58,,unknown,,unknown,,unknown,,,1700,6,12,5
PTCT,PTC Therapeutics Inc. Common Stock,Health Care,72.88,6082623250,true,true,true,false,11,0.64,,unknown,,unknown,,unknown,,,991,6,12,5
FNB,F.N.B. Corporation Common Stock,Finance,19.4,6848218857,true,true,true,false,11,0.31,,unknown,,unknown,,unknown,,,4282,6,12,5
DLB,Dolby Laboratories Common Stock,Miscellaneous,61.35,5746580573,true,true,true,false,15,0.56,,unknown,,unknown,,unknown,,,2051,6,12,5
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Consumer Discretionary,411.94,9919490896,true,true,true,false,12,15.29,,unknown,,unknown,,unknown,,,1007,6,12,5
TRNO,Terreno Realty Corporation Common Stock,Finance,68.18,7429595736,true,true,true,false,12,1.21,,unknown,,unknown,,unknown,,,47,6,12,5
ESI,Element Solutions Inc. Common Stock,Industrials,39.22,9557557647,true,true,true,false,13,1.55,,unknown,,unknown,,unknown,,,5200,6,12,5
RITM,Rithm Capital Corp. Common Stock,Real Estate,10.26,5729256138,true,true,true,false,14,0.31,,unknown,,unknown,,unknown,,,7240,6,12,5
GATX,GATX Corporation Common Stock,Consumer Discretionary,180.64,6376592000,true,true,true,false,14,0.04,,unknown,,unknown,,unknown,,,2371,6,12,5
PCVX,Vaxcyte Inc. Common Stock,Health Care,60.22,8961053841,true,true,true,false,13,1.86,,unknown,,unknown,,unknown,,,507,6,12,5
RHP,Ryman Hospitality Properties Inc. (REIT),Real Estate,124.11,8561524189,true,true,true,false,10,0.03,,unknown,,unknown,,unknown,,,1819,6,12,5
CGNX,Cognex Corporation Common Stock,Industrials,66.6,11203707877,true,true,true,false,8,1.2,,unknown,,unknown,,unknown,,,2745,6,12,5
CHE,Chemed Corp,Health Care,524.98,6861468126,true,true,true,false,7,160.2,,unknown,,unknown,,unknown,,,15811,6,12,5
PRMB,Primo Brands Corporation Class A Common Stock,Consumer Staples,24.38,8834191617,true,true,true,false,9,0.75,,unknown,,unknown,,unknown,,,12000,6,12,5
HXL,Hexcel Corporation Common Stock,Industrials,103.1,7796777901,true,true,true,false,14,0.01,,unknown,,unknown,,unknown,,,5563,6,12,5
TKR,Timken Company (The) Common Stock,Industrials,133.93,9280925647,true,true,true,false,11,2.21,,unknown,,unknown,,unknown,,,19000,6,12,5
KEX,Kirby Corporation Common Stock,Consumer Discretionary,141.13,7451664000,true,true,true,false,13,0.88,,unknown,,unknown,,unknown,,,5233,6,12,5
M,Macy's Inc Common Stock,Consumer Discretionary,23.22,6107741292,true,true,true,false,14,0.05,,unknown,,unknown,,unknown,,,90134,6,12,5
PACS,PACS Group Inc. Common Stock,Health Care,44.32,7017434324,true,true,true,false,11,6.66,,unknown,,unknown,,unknown,,,47455,6,12,5
COMP,Compass Inc. Class A Common Stock,Technology,12.39,9385700021,true,true,true,false,10,2.29,,unknown,,unknown,,unknown,,,3200,6,12,5
HR,Healthcare Realty Trust Incorporated Common Stock,Real Estate,19.15,6563083404,true,true,true,false,7,6.38,,unknown,,unknown,,unknown,,,539,6,12,5
RLI,RLI Corp. Common Stock (DE),Finance,62.42,5728468787,true,true,true,false,11,0.78,,unknown,,unknown,,unknown,,,1193,6,12,5
GBCI,Glacier Bancorp Inc. Common Stock,Finance,49.61,6459814988,true,true,true,false,6,1.64,,unknown,,unknown,,unknown,,,4125,6,12,5
LTH,Life Time Group Holdings Inc. Common Stock,Consumer Discretionary,45.34,10131764722,true,true,true,false,14,4.06,,unknown,,unknown,,unknown,,,52000,6,12,5
LW,Lamb Weston Holdings Inc. Common Stock ,Consumer Staples,52.49,7216378267,true,true,true,false,13,4.32,,unknown,,unknown,,unknown,,,10000,6,12,5
ARW,Arrow Electronics Inc. Common Stock,Technology,220.36,11217519012,true,true,true,false,12,0.2,,unknown,,unknown,,unknown,,,22230,6,12,5
SWX,Southwest Gas Holdings Inc. Common Stock (DE),Utilities,91.26,6611408545,true,true,true,false,8,1.04,,unknown,,unknown,,unknown,,,2453,6,12,5
ANF,Abercrombie & Fitch Company Common Stock,Consumer Discretionary,105.16,4672438624,true,true,true,false,8,18.5,,unknown,,unknown,,unknown,,,43200,6,12,5
BLTE,Belite Bio Inc American Depositary Shares,Health Care,163.21,6572816622,true,true,true,false,11,5.02,,unknown,,unknown,,unknown,,,41,6,12,5
RAL,Ralliant Corporation Common Stock,Industrials,71.97,7962761376,true,true,true,false,7,0.16,,unknown,,unknown,,unknown,,,7000,6,12,5
ACT,Enact Holdings Inc. Common Stock,Finance,49.78,6843937142,true,true,true,false,11,0.1,,unknown,,unknown,,unknown,,,419,6,12,5
KNTK,Kinetik Holdings Inc. Class A Common Stock,Utilities,52.98,8602846254,true,true,true,false,14,0.52,,unknown,,unknown,,unknown,,,500,6,12,5
NOV,NOV Inc. Common Stock,Consumer Discretionary,21.6,7699927500,true,true,true,false,13,0.2,,unknown,,unknown,,unknown,,,31605,6,12,5
DAR,Darling Ingredients Inc. Common Stock,Consumer Staples,67.67,10678523326,true,true,true,false,10,0.39,,unknown,,unknown,,unknown,,,15000,6,12,5
CVLT,Commvault Systems Inc. Common Stock,Technology,144.32,5981279476,true,true,true,false,9,1.12,,unknown,,unknown,,unknown,,,3300,6,12,5
CBC,Central Bancompany Inc. Class A Common Stock,Uncategorized,32.55,7804453673,true,true,true,false,12,1.01,,unknown,,unknown,,unknown,,,2971,6,12,5
RDNT,RadNet Inc. Common Stock,Health Care,75.93,5975482724,true,true,true,false,12,1.27,,unknown,,unknown,,unknown,,,9276,6,12,5
MC,Moelis & Company Class A Common Stock,Finance,66.73,5222894908,true,true,true,false,12,1.16,,unknown,,unknown,,unknown,,,1416,6,12,5
SLM,SLM Corporation Common Stock,Finance,27.28,5127193014,true,true,true,false,12,0.36,,unknown,,unknown,,unknown,,,1788,6,12,5
HOMB,Home BancShares Inc. Common Stock,Finance,31.11,6223543989,true,true,true,false,10,0.19,,unknown,,unknown,,unknown,,,2543,6,12,5
ENS,EnerSys Common Stock,Technology,202.34,7297437424,true,true,true,false,11,1.24,,unknown,,unknown,,unknown,,,9682,6,12,5
KMX,CarMax Inc,Consumer Discretionary,58.53,8306056449,true,true,true,false,11,32.77,,unknown,,unknown,,unknown,,,27796,6,12,5
PTGX,Protagonist Therapeutics Inc. Common Stock,Health Care,158.62,10264028167,true,true,true,false,10,0.02,,unknown,,unknown,,unknown,,,141,6,12,5
UBSI,United Bankshares Inc. Common Stock,Finance,48.98,6671691728,true,true,true,false,10,0.25,,unknown,,unknown,,unknown,,,2694,6,12,5
COGT,Cogent Biosciences Inc. Common Stock,Health Care,37.87,6571391068,true,true,true,false,9,8.49,,unknown,,unknown,,unknown,,,258,6,12,5
HRB,H&R Block Inc. Common Stock,Consumer Discretionary,50.13,6354489177,true,true,true,false,13,0.06,,unknown,,unknown,,unknown,,,4300,6,12,5
BILL,BILL Holdings Inc. Common Stock,Technology,48.5,4830441260,true,true,true,false,10,4.21,,unknown,,unknown,,unknown,,,2364,6,12,5
ETSY,Etsy Inc. Common Stock,Real Estate,78.41,7196606861,true,true,true,false,15,0.16,,unknown,,unknown,,unknown,,,2375,6,12,5
HWC,Hancock Whitney Corporation Common Stock,Finance,78.84,6324785893,true,true,true,false,11,0.68,,unknown,,unknown,,unknown,,,3674,6,12,5
MAIN,Main Street Capital Corporation Common Stock,Finance,58.15,5437517007,true,true,true,false,9,1.66,,unknown,,unknown,,unknown,,,110,6,12,5
TFX,Teleflex Incorporated Common Stock,Health Care,133.07,5638494869,true,true,true,false,12,0.77,,unknown,,unknown,,unknown,,,15500,6,12,5
ACA,Arcosa Inc. Common Stock ,Industrials,145.01,7120978373,true,true,true,false,14,0.54,,unknown,,unknown,,unknown,,,6390,6,12,5
HUT,Hut 8 Corp. Common Stock,Finance,88.04,10851763563,true,true,true,false,6,1.36,,unknown,,unknown,,unknown,,,248,6,12,5
OZK,Bank OZK Common Stock,Finance,51.11,5782387707,true,true,true,false,11,0.18,,unknown,,unknown,,unknown,,,3286,6,12,5
FLG,Flagstar Bank N.A. Common Stock,Finance,14,5811299704,true,true,true,false,11,0.32,,unknown,,unknown,,unknown,,,5631,6,12,5
IMVT,Immunovant Inc. Common Stock,Health Care,43.71,9028417730,true,true,true,false,15,36.43,,unknown,,unknown,,unknown,,,315,6,12,5
APGE,Apogee Therapeutics Inc. Common Stock,Health Care,134.59,10186812254,true,true,true,false,13,0.64,,unknown,,unknown,,unknown,,,261,6,12,5
WEX,WEX Inc. common stock,Real Estate,188.87,6436993870,true,true,true,false,13,3.27,,unknown,,unknown,,unknown,,,6600,6,12,5
PI,Impinj Inc. Common Stock,Technology,171.71,5246498256,true,true,true,false,15,0.37,,unknown,,unknown,,unknown,,,457,6,12,5
BKH,Black Hills Corporation Common Stock,Utilities,73.39,5596218018,true,true,true,false,14,0.43,,unknown,,unknown,,unknown,,,2795,6,12,5
VIRT,Virtu Financial Inc. Class A Common Stock,Finance,59.5,9234413507,true,true,true,false,8,0.66,,unknown,,unknown,,unknown,,,1027,6,12,5
KRG,Kite Realty Group Trust Common Stock,Real Estate,26.48,5305186786,true,true,true,false,8,0.39,,unknown,,unknown,,unknown,,,228,6,12,5
HRI,Herc Holdings Inc. Common Stock ,Industrials,173.12,5787651585,true,true,true,false,10,0.56,,unknown,,unknown,,unknown,,,9600,6,12,5
MCY,Mercury General Corporation Common Stock,Finance,106.38,5892242140,true,true,true,false,14,2.18,,unknown,,unknown,,unknown,,,4380,6,12,5
LIF,Life360 Inc. Common Stock,Technology,50.18,4088684916,true,true,true,false,14,2.93,,unknown,,unknown,,unknown,,,547,6,12,5
INGM,Ingram Micro Holding Corporation Common Stock,Technology,27.99,6456226693,true,true,true,false,9,6.02,,unknown,,unknown,,unknown,,,22200,6,12,5
ABCB,Ameris Bancorp Common Stock,Finance,89.04,5975228561,true,true,true,false,11,3.68,,unknown,,unknown,,unknown,,,2673,6,12,5
AUB,Atlantic Union Bankshares Corporation Common Stock,Finance,42.54,6075345676,true,true,true,false,14,1.11,,unknown,,unknown,,unknown,,,3064,6,12,5
ESE,ESCO Technologies Inc. Common Stock,Telecommunications,308.01,7979789712,true,true,true,false,14,0.99,,unknown,,unknown,,unknown,,,3425,6,12,5
MMSI,Merit Medical Systems Inc. Common Stock,Health Care,89.73,5357815987,true,true,true,false,8,0.04,,unknown,,unknown,,unknown,,,7500,6,12,5
MTDR,Matador Resources Company Common Stock,Energy,55.94,6922810843,true,true,true,false,14,34.96,,unknown,,unknown,,unknown,,,483,6,12,5
GNTX,Gentex Corporation Common Stock,Consumer Discretionary,23.81,5016370111,true,true,true,false,11,1.22,,unknown,,unknown,,unknown,,,6398,6,12,5
CSW,CSW Industrials Inc. Common Stock,Industrials,342.71,5583940930,true,true,true,false,11,2.15,,unknown,,unknown,,unknown,,,2700,6,12,5
